attrelid,attname,atttypid,attstattarget,attlen,attnum,attndims,attcacheoff,atttypmod,attbyval,attalign,attstorage,attcompression,attnotnull,atthasdef,atthasmissing,attidentity,attgenerated,attisdropped,attislocal,attinhcount,attcollation,attacl,attoptions,attfdwoptions,attmissingval
12265,increment_by,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12265,cycle,16,-1,1,9,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12265,cache_size,20,-1,8,10,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12265,last_value,20,-1,8,11,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12270,schemaname,19,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12270,tablename,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12270,attname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12270,inherited,16,-1,1,4,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12270,null_frac,700,-1,4,5,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12270,avg_width,23,-1,4,6,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12270,n_distinct,700,-1,4,7,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12270,most_common_vals,2277,-1,-1,8,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12270,most_common_freqs,1021,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12270,histogram_bounds,2277,-1,-1,10,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12270,correlation,700,-1,4,11,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12270,most_common_elems,2277,-1,-1,12,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12270,most_common_elem_freqs,1021,-1,-1,13,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12270,elem_count_histogram,1021,-1,-1,14,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12275,schemaname,19,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12275,tablename,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12275,statistics_schemaname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12275,statistics_name,19,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12275,statistics_owner,19,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12275,attnames,1003,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12275,exprs,1009,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12275,kinds,1002,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12275,n_distinct,3361,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12275,dependencies,3402,-1,-1,10,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12275,most_common_vals,1009,-1,-1,11,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12275,most_common_val_nulls,1000,-1,-1,12,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12275,most_common_freqs,1022,-1,-1,13,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12275,most_common_base_freqs,1022,-1,-1,14,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12280,schemaname,19,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12280,tablename,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12280,statistics_schemaname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12280,statistics_name,19,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12280,statistics_owner,19,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12280,expr,25,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12280,null_frac,700,-1,4,7,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12280,avg_width,23,-1,4,8,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12280,n_distinct,700,-1,4,9,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12280,most_common_vals,2277,-1,-1,10,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12280,most_common_freqs,1021,-1,-1,11,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12280,histogram_bounds,2277,-1,-1,12,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12280,correlation,700,-1,4,13,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12280,most_common_elems,2277,-1,-1,14,0,-1,-1,f,d,x,,f,f,f,,,f,t,0,0,,,,
12280,most_common_elem_freqs,1021,-1,-1,15,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12280,elem_count_histogram,1021,-1,-1,16,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12285,pubname,19,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12285,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12285,tablename,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12290,locktype,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12290,database,26,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,relation,26,-1,4,3,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,page,23,-1,4,4,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,tuple,21,-1,2,5,0,-1,-1,t,s,p,,f,f,f,,,f,t,0,0,,,,
12290,virtualxid,25,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12290,transactionid,28,-1,4,7,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,classid,26,-1,4,8,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,objid,26,-1,4,9,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,objsubid,21,-1,2,10,0,-1,-1,t,s,p,,f,f,f,,,f,t,0,0,,,,
12290,virtualtransaction,25,-1,-1,11,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12290,pid,23,-1,4,12,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12290,mode,25,-1,-1,13,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12290,granted,16,-1,1,14,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12290,fastpath,16,-1,1,15,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12290,waitstart,1184,-1,8,16,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12294,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12294,statement,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12294,is_holdable,16,-1,1,3,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12294,is_binary,16,-1,1,4,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12294,is_scrollable,16,-1,1,5,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12294,creation_time,1184,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12298,name,19,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12298,default_version,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12298,installed_version,25,-1,-1,3,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12298,comment,25,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12302,name,19,-1,64,1,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12302,version,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12302,installed,16,-1,1,3,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12302,superuser,16,-1,1,4,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12302,trusted,16,-1,1,5,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12302,relocatable,16,-1,1,6,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12302,schema,19,-1,64,7,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12302,requires,1003,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12302,comment,25,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12307,transaction,28,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12307,gid,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12307,prepared,1184,-1,8,3,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12307,owner,19,-1,64,4,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12307,database,19,-1,64,5,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12312,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12312,statement,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12312,prepare_time,1184,-1,8,3,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12312,parameter_types,2211,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,0,,,,
12312,from_sql,16,-1,1,5,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12312,generic_plans,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12312,custom_plans,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12316,objoid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12316,classoid,26,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12316,objsubid,23,-1,4,3,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12316,objtype,25,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12316,objnamespace,26,-1,4,5,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12316,objname,25,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12316,provider,25,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12316,label,25,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,950,,,,
12321,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,setting,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,unit,25,-1,-1,3,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,category,25,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,short_desc,25,-1,-1,5,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,extra_desc,25,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,context,25,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,vartype,25,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,source,25,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,min_val,25,-1,-1,10,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,max_val,25,-1,-1,11,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,enumvals,1009,-1,-1,12,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,boot_val,25,-1,-1,13,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,reset_val,25,-1,-1,14,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,sourcefile,25,-1,-1,15,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12321,sourceline,23,-1,4,16,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12321,pending_restart,16,-1,1,17,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12327,sourcefile,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12327,sourceline,23,-1,4,2,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12327,seqno,23,-1,4,3,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12327,name,25,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12327,setting,25,-1,-1,5,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12327,applied,16,-1,1,6,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12327,error,25,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,line_number,23,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12331,type,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,database,1009,-1,-1,3,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,user_name,1009,-1,-1,4,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,address,25,-1,-1,5,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,netmask,25,-1,-1,6,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,auth_method,25,-1,-1,7,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,options,1009,-1,-1,8,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12331,error,25,-1,-1,9,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12335,abbrev,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12335,utc_offset,1186,-1,16,2,0,-1,-1,f,d,p,,f,f,f,,,f,t,0,0,,,,
12335,is_dst,16,-1,1,3,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12339,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12339,abbrev,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12339,utc_offset,1186,-1,16,3,0,-1,-1,f,d,p,,f,f,f,,,f,t,0,0,,,,
12339,is_dst,16,-1,1,4,0,-1,-1,t,c,p,,f,f,f,,,f,t,0,0,,,,
12343,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12343,setting,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12347,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12347,off,20,-1,8,2,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12347,size,20,-1,8,3,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12347,allocated_size,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12351,name,25,-1,-1,1,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12351,ident,25,-1,-1,2,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12351,parent,25,-1,-1,3,0,-1,-1,f,i,x,,f,f,f,,,f,t,0,100,,,,
12351,level,23,-1,4,4,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12351,total_bytes,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12351,total_nblocks,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12351,free_bytes,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12351,free_chunks,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12351,used_bytes,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,relid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12355,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12355,relname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12355,seq_scan,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,seq_tup_read,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,idx_scan,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,idx_tup_fetch,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_tup_ins,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_tup_upd,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_tup_del,20,-1,8,10,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_tup_hot_upd,20,-1,8,11,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_live_tup,20,-1,8,12,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_dead_tup,20,-1,8,13,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_mod_since_analyze,20,-1,8,14,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,n_ins_since_vacuum,20,-1,8,15,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,last_vacuum,1184,-1,8,16,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,last_autovacuum,1184,-1,8,17,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,last_analyze,1184,-1,8,18,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,last_autoanalyze,1184,-1,8,19,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,vacuum_count,20,-1,8,20,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,autovacuum_count,20,-1,8,21,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,analyze_count,20,-1,8,22,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12355,autoanalyze_count,20,-1,8,23,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,relid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12360,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12360,relname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12360,seq_scan,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,seq_tup_read,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,idx_scan,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,idx_tup_fetch,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,n_tup_ins,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,n_tup_upd,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,n_tup_del,20,-1,8,10,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12360,n_tup_hot_upd,20,-1,8,11,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,relid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12365,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12365,relname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12365,seq_scan,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,seq_tup_read,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,idx_scan,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,idx_tup_fetch,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_tup_ins,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_tup_upd,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_tup_del,20,-1,8,10,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_tup_hot_upd,20,-1,8,11,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_live_tup,20,-1,8,12,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_dead_tup,20,-1,8,13,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_mod_since_analyze,20,-1,8,14,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,n_ins_since_vacuum,20,-1,8,15,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,last_vacuum,1184,-1,8,16,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,last_autovacuum,1184,-1,8,17,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,last_analyze,1184,-1,8,18,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,last_autoanalyze,1184,-1,8,19,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,vacuum_count,20,-1,8,20,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,autovacuum_count,20,-1,8,21,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,analyze_count,20,-1,8,22,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12365,autoanalyze_count,20,-1,8,23,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,relid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12370,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12370,relname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12370,seq_scan,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,seq_tup_read,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,idx_scan,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,idx_tup_fetch,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,n_tup_ins,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,n_tup_upd,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,n_tup_del,20,-1,8,10,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12370,n_tup_hot_upd,20,-1,8,11,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,relid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12374,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12374,relname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12374,seq_scan,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,seq_tup_read,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,idx_scan,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,idx_tup_fetch,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_tup_ins,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_tup_upd,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_tup_del,20,-1,8,10,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_tup_hot_upd,20,-1,8,11,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_live_tup,20,-1,8,12,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_dead_tup,20,-1,8,13,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_mod_since_analyze,20,-1,8,14,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,n_ins_since_vacuum,20,-1,8,15,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,last_vacuum,1184,-1,8,16,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,last_autovacuum,1184,-1,8,17,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,last_analyze,1184,-1,8,18,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,last_autoanalyze,1184,-1,8,19,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,vacuum_count,20,-1,8,20,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,autovacuum_count,20,-1,8,21,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,analyze_count,20,-1,8,22,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12374,autoanalyze_count,20,-1,8,23,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12379,relid,26,-1,4,1,0,-1,-1,t,i,p,,f,f,f,,,f,t,0,0,,,,
12379,schemaname,19,-1,64,2,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12379,relname,19,-1,64,3,0,-1,-1,f,c,p,,f,f,f,,,f,t,0,950,,,,
12379,seq_scan,20,-1,8,4,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12379,seq_tup_read,20,-1,8,5,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12379,idx_scan,20,-1,8,6,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12379,idx_tup_fetch,20,-1,8,7,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12379,n_tup_ins,20,-1,8,8,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
12379,n_tup_upd,20,-1,8,9,0,-1,-1,t,d,p,,f,f,f,,,f,t,0,0,,,,
